FALSE_DATA,ageAtBirth,ageAtQ,ethnicity,marital,rural,edu,occClass,income,imd,home,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,32,62,White,Married,Urban,O level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",No,No,Other,No,No,No,No,Other,Other,Other,No,Other,No,No,No,No,No,NA,No,0,0
FALSE_DATA,29,59,White,Married,Urban,O level,III (manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,ClimateOther,12,9
FALSE_DATA,25,56,White,Married,Rural,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not very concerned,"Yes, for most of it",Yes,No,Other,No,No,No,No,No,Other,Other,No,Other,No,No,No,No,No,NA,No,0,0
FALSE_DATA,32,62,White,Married,Urban,A level,I,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Other,No,Other,No,No,Other,No,No,No,No,No,No,ClimateOther,No,No,No,1,1
FALSE_DATA,29,59,White,Married,Urban,O level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Not sure,Other,Climate,ClimateOther,No,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,NA,No,6,6
FALSE_DATA,31,60,White,Never married,Urban,Degree,I,300 - 399,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,No,Climate,Climate,Other,Climate,No,Climate,Other,Climate,Climate,No,No,Other,No,No,No,NA,Climate,7,6
FALSE_DATA,30,60,White,Married,Urban,Degree,I,100 - 199,Quintile 4,Other,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,Other,No,Climate,Climate,Other,Climate,Other,No,Other,NA,Other,No,NA,Climate,NA,NA
FALSE_DATA,37,66,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Other,Other,No,No,NA,No,11,8
FALSE_DATA,29,59,White,Married,Urban,CSE/None,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Not very concerned,Not at all,Not sure,No,No,Other,No,No,Other,No,Climate,No,No,No,No,No,NA,Climate,No,No,No,NA,NA
FALSE_DATA,32,63,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,Climate,No,NA,Other,11,9
FALSE_DATA,33,62,White,Married,Urban,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Not very concerned,"Yes, for some of it",Yes,Other,No,Other,No,Other,No,No,Other,No,Other,No,No,No,No,Climate,No,NA,Other,1,1
FALSE_DATA,27,58,White,Never married,Rural,O level,IV/V,100 - 199,Quintile 2,Council/HA,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,No,Climate,Climate,No,No,Other,No,No,No,No,No,No,5,5
FALSE_DATA,29,59,White,Married,Rural,A level,III (manual),200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not very concerned,"Yes, for some of it",Not sure,Other,No,Other,No,No,Climate,Other,Other,Other,No,No,No,No,No,No,Other,NA,No,1,0
FALSE_DATA,42,71,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,Other,No,Climate,Climate,No,Climate,No,No,Climate,No,No,No,NA,Other,8,7
FALSE_DATA,30,60,White,Married,Urban,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Other,Other,Climate,Other,Other,No,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,No,No,NA,Other,8,6
FALSE_DATA,27,57,White,Married,Urban,O level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,Climate,Climate,No,No,Other,Climate,No,No,Other,No,Other,Other,No,No,No,No,4,4
FALSE_DATA,29,60,White,Married,Urban,Degree,I,300 - 399,Quintile 3,Owned/Mortgaged,No,NA,NA,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,No,Other,No,No,Climate,Climate,No,ClimateOther,NA,No,No,No,No,NA,No,NA,4
FALSE_DATA,27,57,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",No,No,No,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,No,No,Climate,No,No,Other,9,7
FALSE_DATA,32,61,White,Married,Urban,O level,II,200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,Other,Other,Climate,Climate,No,No,Other,No,No,No,Other,No,5,5
FALSE_DATA,25,54,White,Married,Urban,Degree,I,200 - 299,Quintile 3,Council/HA,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Climate,Climate,ClimateOther,Other,Other,Climate,Other,Other,Other,No,No,No,No,No,Other,No,NA,No,4,3
FALSE_DATA,32,62,White,Married,Urban,Degree,II,300 - 399,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Other,Other,No,No,No,Other,9,6
FALSE_DATA,32,62,Other than White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Climate,No,Other,No,Climate,Climate,Other,Other,Other,Other,No,No,Other,No,Other,No,No,Climate,4,2
FALSE_DATA,37,67,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Catholic,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,Climate,No,Other,No,Climate,Climate,No,No,Other,No,No,No,No,No,5,4
FALSE_DATA,30,60,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,No,No,Other,Other,ClimateOther,No,NA,ClimateOther,10,9
FALSE_DATA,27,56,White,Married,Urban,A level,I,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,ClimateOther,Climate,Climate,NA,No,NA,Climate,Climate,Climate,No,Climate,No,No,No,Climate,No,NA,ClimateOther,NA,NA
FALSE_DATA,35,65,White,Married,Urban,CSE/None,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Very concerned,"Yes, for most of it",Not sure,Other,Other,Other,NA,Other,No,Other,Climate,Climate,Other,Other,No,No,No,No,No,NA,ClimateOther,NA,NA
FALSE_DATA,28,58,White,Married,Urban,O level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,NA,"Yes, for most of it",Yes,No,Climate,Climate,Other,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,No,Other,5,5
FALSE_DATA,38,68,White,Married,Rural,A level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,NA,Climate,No,No,ClimateOther,No,Climate,Climate,Climate,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,27,57,White,Married,Rural,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,ClimateOther,Other,Other,No,No,No,Other,12,8
FALSE_DATA,33,62,White,Married,Urban,A level,III (non-manual),100 - 199,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,ClimateOther,Climate,Climate,NA,Climate,No,Other,Climate,No,No,No,No,No,No,No,No,NA,Climate,NA,NA
FALSE_DATA,34,64,White,Married,Urban,Degree,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,Climate,11,9
FALSE_DATA,29,59,White,Married,Urban,A level,II,100 - 199,Quintile 3,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Other,Other,No,Other,Climate,Climate,NA,No,No,Other,Other,No,No,No,Other,NA,NA
FALSE_DATA,32,62,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Rented,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,ClimateOther,ClimateOther,ClimateOther,No,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,ClimateOther,Other,No,No,No,No,No,Other,8,7
FALSE_DATA,34,64,White,Married,Rural,Degree,II,>400,Quintile 2,Other,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,No,Climate,Other,ClimateOther,No,No,ClimateOther,Climate,Climate,Climate,Other,Other,No,No,No,No,No,No,6,6
FALSE_DATA,36,65,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,No,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,6,6
FALSE_DATA,32,61,White,Married,Urban,O level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,NA,Climate,10,8
FALSE_DATA,41,72,White,Married,Rural,Degree,III (manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,Other,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Yes,Climate,Other,No,No,ClimateOther,No,Other,Other,Climate,Climate,No,No,Other,No,No,No,No,Other,4,3
FALSE_DATA,29,59,White,Married,Urban,A level,III (manual),200 - 299,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,Climate,Climate,No,No,No,Other,Climate,Climate,Other,No,No,No,ClimateOther,No,NA,No,6,6
FALSE_DATA,30,59,White,Married,Urban,A level,I,>400,Quintile 2,Rented,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,ClimateOther,ClimateOther,ClimateOther,Other,Climate,ClimateOther,Climate,Climate,Climate,Climate,Climate,No,No,ClimateOther,No,No,Climate,13,10
FALSE_DATA,25,55,White,Married,Urban,Degree,I,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,NA,Climate,No,No,No,No,No,NA,Climate,NA,NA
FALSE_DATA,40,70,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,ClimateOther,ClimateOther,ClimateOther,ClimateOther,Climate,No,ClimateOther,ClimateOther,ClimateOther,Climate,No,No,Other,No,Other,No,No,Climate,10,9
FALSE_DATA,36,66,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Other,Other,No,No,No,Other,Other,Other,Other,No,No,No,No,Other,No,No,Other,0,0
FALSE_DATA,29,58,White,Married,Urban,A level,III (manual),300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Not very concerned,"Yes, for some of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,Other,No,Other,ClimateOther,Other,No,No,Other,9,9
FALSE_DATA,26,57,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Other,No,ClimateOther,ClimateOther,Climate,Climate,No,No,No,No,No,No,No,Climate,9,9
FALSE_DATA,29,59,White,Married,Urban,O level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,No,No,No,Other,No,No,No,No,No,Other,No,No,No,No,No,No,No,0,0
FALSE_DATA,28,59,White,Married,Urban,Degree,I,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Other,Climate,Climate,No,No,No,No,No,NA,Climate,10,8
FALSE_DATA,27,56,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Other,ClimateOther,Climate,No,Climate,Climate,No,No,No,Climate,12,9
FALSE_DATA,27,57,White,Married,Urban,Vocational,III (manual),>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,No,Other,9,7
FALSE_DATA,32,61,White,Married,Urban,O level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Other,Other,Climate,Climate,Climate,Climate,Climate,No,Climate,No,No,No,No,No,Other,8,6
FALSE_DATA,28,58,White,Married,Rural,Degree,II,300 - 399,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,Climate,Other,Other,Other,Climate,Other,Other,Climate,Climate,No,No,No,Climate,Climate,No,NA,No,6,5
FALSE_DATA,38,68,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Regular,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Other,Other,Climate,No,NA,Climate,13,10
FALSE_DATA,32,62,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,ClimateOther,Climate,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,9,5
FALSE_DATA,33,64,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Other,Climate,Other,Other,No,Climate,Climate,Climate,ClimateOther,Climate,No,Climate,Other,Climate,No,No,Other,9,7
FALSE_DATA,40,71,White,Married,Rural,Degree,II,>400,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,No,ClimateOther,13,10
FALSE_DATA,32,61,White,Married,Urban,A level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,No,No,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,5,5
FALSE_DATA,33,62,White,Married,Urban,A level,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Other,Climate,Other,No,Climate,Climate,Climate,Other,No,No,No,No,No,No,NA,No,5,5
FALSE_DATA,28,58,White,Married,Rural,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,ClimateOther,ClimateOther,Climate,No,No,Climate,Climate,No,Other,No,No,Other,No,No,No,No,No,5,5
FALSE_DATA,29,58,White,Sep/Div/Widow,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not at all concerned,"Yes, for most of it",Not sure,Other,No,No,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,No,No,Climate,No,No,No,NA,NA,NA
FALSE_DATA,29,59,White,Married,Urban,O level,I,300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Regular,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,No,No,No,No,Other,No,Climate,No,No,Other,No,No,No,No,No,No,No,1,1
FALSE_DATA,29,59,White,Married,Urban,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",Not sure,No,No,Other,No,No,No,No,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,33,62,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Other,Climate,Climate,Climate,No,No,No,Climate,No,No,Climate,11,9
FALSE_DATA,34,63,White,Married,Urban,A level,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,Other,No,No,No,Other,Climate,Climate,Other,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,45,75,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,NA,Yes,No,Climate,Climate,Climate,No,No,Other,Climate,Climate,Climate,Other,No,No,No,Climate,No,NA,No,7,7
FALSE_DATA,33,62,White,Never married,Urban,A level,II,>400,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,No,No,No,Other,Climate,Climate,No,No,Other,No,No,No,No,No,No,2,2
FALSE_DATA,41,70,White,Married,Urban,Degree,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,Other,No,Other,Other,NA,Other,Other,Other,Climate,No,No,No,Other,No,No,NA,NA,NA,NA
FALSE_DATA,33,63,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Other,Other,Other,No,No,Other,Climate,Climate,Climate,Other,No,Other,No,No,No,NA,Other,3,3
FALSE_DATA,40,70,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,No,NA,No,13,10
FALSE_DATA,28,58,White,Married,Urban,Degree,III (non-manual),300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,No,NA,Climate,12,10
FALSE_DATA,34,64,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",NA,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,Climate,ClimateOther,14,10
FALSE_DATA,38,68,White,Married,Rural,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,No,No,No,Climate,Climate,Climate,Other,Other,No,No,No,Climate,No,No,No,6,6
FALSE_DATA,44,75,White,Married,Urban,A level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,NA,Other,8,7
FALSE_DATA,36,66,White,Married,Urban,O level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,ClimateOther,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,7,7
FALSE_DATA,35,64,White,Never married,Rural,A level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,Other,Other,Other,No,No,Climate,Climate,Other,No,No,No,Other,No,No,No,Other,2,2
FALSE_DATA,33,63,White,Married,Urban,A level,III (non-manual),100 - 199,Quintile 3,Council/HA,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,No,7,7
FALSE_DATA,36,65,White,Married,Urban,Degree,II,>400,Quintile 2,Other,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,No,Climate,13,10
FALSE_DATA,37,67,White,Married,Rural,Degree,I,300 - 399,Quintile 4,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,Other,No,Other,ClimateOther,No,No,NA,No,8,8
FALSE_DATA,41,70,White,Married,Urban,Vocational,III (manual),100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,ClimateOther,Climate,No,Climate,Climate,ClimateOther,Climate,Climate,Climate,No,Other,Other,No,No,NA,Other,10,8
FALSE_DATA,27,57,White,Married,Urban,Degree,I,100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes probably,Not very concerned,"Yes, for some of it",No,Other,Other,Climate,Other,Other,Other,Other,Other,Other,Other,Other,ClimateOther,Other,Other,No,No,NA,Other,2,1
FALSE_DATA,32,63,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,No,ClimateOther,No,No,No,Other,ClimateOther,No,No,ClimateOther,No,No,No,No,No,ClimateOther,No,3,2
FALSE_DATA,33,63,White,Never married,Urban,O level,III (manual),100 - 199,Quintile 4,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,No,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,No,7,6
FALSE_DATA,31,61,White,Never married,Urban,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Other,Other,Other,No,No,Other,Other,Climate,No,No,Other,No,No,Other,No,No,NA,No,1,1
FALSE_DATA,29,60,White,Married,Urban,O level,III (manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",No,No,Climate,Climate,Climate,No,No,Other,Climate,Climate,No,Other,No,Other,No,No,Other,No,No,5,5
FALSE_DATA,31,61,White,Married,Urban,CSE/None,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Other,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,9,8
FALSE_DATA,34,64,White,Married,Rural,A level,I,>400,Quintile 4,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for all of it",No,No,Other,Other,Other,No,No,No,No,Other,No,No,No,No,No,No,No,NA,No,0,0
FALSE_DATA,31,61,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",No,No,Other,Climate,Climate,No,No,No,Other,Other,No,Other,No,Other,Other,No,No,NA,Other,2,2
