FALSE_DATA,ageAtQ,sex,ethnicity,relationship,rural,edu,occClass,income,imd,home,politics_PCA1,politics_PCA2,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,31,Female,White,No,Urban,Degree,Intermediate,>£2000,Quintile 2,Owned/Mortgaged,0.11433943168440776,-1.3509227151412537,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,Other,Other,No,No,Other,Other,Other,No,Other,No,Other,No,No,Other,No,Other,0,0
FALSE_DATA,29,Male,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.7639072237955143,1.494759844971865,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,No,No,Climate,No,No,Climate,Climate,No,Climate,No,No,No,No,No,No,No,5,3
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 3,Owned/Mortgaged,0.16860084414818538,-0.27918178660447585,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,No,No,No,No,Climate,Climate,Climate,No,No,Other,No,No,No,No,No,4,4
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 2,Rented,0.2423376053411232,0.5964377993187753,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,NA,Other,Climate,Other,No,No,Climate,Climate,ClimateOther,No,Other,No,No,No,No,NA,Climate,NA,NA
FALSE_DATA,29,Male,White,No,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.2423376053411232,-0.5609641299686758,No,None,None,Occasional/None,Atheist,Yes maybe,Somewhat concerned,"Yes, for some of it",Not sure,No,No,Climate,Climate,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,3,3
FALSE_DATA,30,Male,White,Yes,Urban,GCSE,Manager/Prof,£1000-£1499,Quintile 4,Council/HA,0.3276889206790242,0.9308827879103354,Not sure,None,None,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,ClimateOther,No,Climate,Climate,Climate,Climate,No,No,Climate,Other,Climate,Climate,NA,ClimateOther,13,11
FALSE_DATA,29,Female,White,Yes,Rural,A level,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.2588771005147473,1.3619379485000431,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,No,Climate,Climate,Climate,No,No,Other,Other,No,No,No,No,5,5
FALSE_DATA,30,Female,White,No,Urban,PostGrad,Manager/Prof,£1500-£1999,Quintile 4,Rented,0.4863186405150417,-1.5415966360135174,No,None,None,Occasional/None,Atheist,Yes definitely,Not very concerned,"Yes, for some of it",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.7899443858762202,0.10146970235711522,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,ClimateOther,No,ClimateOther,Other,No,Climate,ClimateOther,No,Climate,No,No,ClimateOther,Other,No,No,No,ClimateOther,7,6
FALSE_DATA,30,Female,Other than White,No,Urban,A level,Routine,<£500,Quintile 2,Rented,-2.408540329821169,-0.07636120120828402,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Other,No,No,No,No,No,NA,Climate,9,9
FALSE_DATA,29,Female,White,Yes,Rural,GCSE,Routine,>£2000,Quin. 1/Least deprived,Rented,0.9945111611067624,-0.3295854582325925,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Other,Other,No,Other,Other,No,Other,No,No,No,No,No,No,No,NA,No,1,1
FALSE_DATA,29,Male,White,No,Urban,A level,Lower sup/tech,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.6907935564609242,-0.45260066948816385,No,None,None,Occasional/None,Atheist,Yes maybe,Not very concerned,"Yes, for some of it",No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,30,Female,White,No,Urban,Degree,Intermediate,£1500-£1999,Quintile 4,Owned/Mortgaged,1.294974509156987,1.293136752852127,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,Climate,Other,No,Climate,Climate,Climate,No,No,No,Other,Other,No,No,No,No,5,5
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1000-£1499,Quintile 2,Owned/Mortgaged,-0.39069069159635916,-0.6937860264404978,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,Climate,No,No,Other,Climate,No,No,No,No,No,No,No,No,NA,No,3,3
FALSE_DATA,30,Female,White,No,Urban,PostGrad,Manager/Prof,£1500-£1999,Quintile 2,Rented,0.04552761152013088,0.9289361846442219,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,Climate,No,No,8,8
FALSE_DATA,29,Female,White,Yes,Urban,PostGrad,Manager/Prof,>£2000,Quin. 5/Most deprived,Rented,-0.8059946050365575,0.33000808921576286,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Climate,Other,No,No,No,Climate,9,8
FALSE_DATA,29,Male,White,No,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.6830584332715499,-0.45260066948816385,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,ClimateOther,Other,No,No,No,No,No,Other,No,No,No,No,No,No,No,No,No,No,1,1
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Routine,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-1.2367798253973237,-0.4132630485474435,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Other,Other,Other,Other,No,No,Other,Other,No,No,No,Other,Other,No,Climate,NA,Other,1,1
FALSE_DATA,30,Male,White,No,Rural,A level,Intermediate,<£500,Quintile 2,Rented,0.5716699558529428,-1.3380269406276657,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Other,No,NA,Other,No,No,ClimateOther,ClimateOther,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 4,Owned/Mortgaged,1.3403613485720307,-0.975772975685874,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,No,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,Other,NA,ClimateOther,8,7
FALSE_DATA,30,Female,White,No,Urban,PostGrad,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Rented,-0.2676174589683047,0.9289361846442219,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Other,Climate,Climate,No,No,No,No,Climate,Other,No,No,No,No,No,No,NA,Climate,4,4
FALSE_DATA,29,Female,White,No,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.2634498263931681,0.9064243519190252,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,NA,Other,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,GCSE,Intermediate,£1000-£1499,Quintile 2,Owned/Mortgaged,0.6665189380979256,0.002912927092854095,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,No,No,No,No,No,No,Climate,Other,No,No,No,No,Other,ClimateOther,No,Climate,No,2,2
FALSE_DATA,30,Male,White,No,Urban,A level,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,0.14264727920988401,-0.5609641299686758,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for all of it",No,No,No,No,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,30,Female,White,Yes,Rural,Degree,Manager/Prof,>£2000,Quintile 3,Owned/Mortgaged,0.11433943168440776,-1.3509227151412537,No,None,None,Occasional/None,Atheist,Yes maybe,Not very concerned,"Yes, for most of it",Not sure,No,Other,Other,No,No,Other,No,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,29,Female,White,No,Urban,Degree,Intermediate,£1000-£1499,Quintile 4,Rented,0.3488011417310692,1.4597088066049357,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,ClimateOther,Other,No,Climate,Climate,Climate,Climate,No,No,Other,Climate,No,No,NA,Other,9,9
FALSE_DATA,30,Female,White,No,Rural,PostGrad,Intermediate,<£500,Quin. 1/Least deprived,Rented,0.9945111611067624,-0.3295854582325925,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,ClimateOther,ClimateOther,No,ClimateOther,Climate,No,No,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,No,No,No,ClimateOther,8,7
FALSE_DATA,30,Female,White,No,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Rented,0.027225572628799488,-0.5854225659599861,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Climate,Other,No,No,Climate,Climate,Climate,No,No,No,No,Climate,No,Climate,Climate,8,8
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Lower sup/tech,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,1.4063629865755942,0.23429159882893735,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,Other,No,Other,Climate,Climate,Climate,No,No,Other,Other,Climate,No,NA,No,6,6
FALSE_DATA,30,Male,Other than White,Yes,Urban,Degree,Routine,£1500-£1999,Quin. 1/Least deprived,Rented,0.6830584332715499,-0.7625872220884138,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,8,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,0.7639072237955143,1.494759844971865,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,No,Other,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,Other,2,2
FALSE_DATA,29,Male,White,No,Urban,A level,Lower sup/tech,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.6907935564609242,-0.17081832612396403,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes maybe,Not very concerned,"Yes, for most of it",No,No,No,No,No,No,No,Other,No,No,No,No,No,No,Other,No,No,No,ClimateOther,1,1
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,>£2000,Quin. 5/Most deprived,Owned/Mortgaged,0.7899443858762202,1.0392462483908473,Not sure,Christian,Catholic,Occasional/None,NA,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,No,Other,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,7,7
FALSE_DATA,30,Female,White,Yes,Rural,Degree,Routine,<£500,Quintile 3,Owned/Mortgaged,0.0026612636053878758,0.04236742747349617,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,Other,NA,ClimateOther,8,8
FALSE_DATA,30,Female,White,No,Urban,Degree,Intermediate,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.4652064194629968,0.7273130925244837,Yes,None,None,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,7,7
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 3,Owned/Mortgaged,-2.3874281087691243,-0.07636120120828402,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,No,Climate,ClimateOther,ClimateOther,No,Climate,Climate,Climate,Climate,ClimateOther,No,Climate,No,No,No,No,ClimateOther,10,7
FALSE_DATA,29,Female,White,Yes,Rural,A level,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.6785559084576132,-0.45260066948816385,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,Other,Other,No,No,No,No,No,Other,6,6
FALSE_DATA,29,Male,White,No,Rural,A level,Intermediate,<£500,Quin. 1/Least deprived,Rented,0.6696813354088793,-2.4281653931842433,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",No,No,No,No,No,Other,No,Other,No,No,No,No,No,No,No,No,Other,No,ClimateOther,1,1
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quintile 2,Rented,0.04552761152013088,0.9289361846442219,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,ClimateOther,ClimateOther,Other,No,Other,Climate,No,Climate,No,No,No,No,No,No,No,ClimateOther,6,6
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Intermediate,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.7850194448475593,0.10146970235711522,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,No,No,Climate,No,No,No,No,Climate,No,No,No,No,No,No,No,Other,No,ClimateOther,3,3
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.661946212219505,0.002912927092854095,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,No,Climate,No,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,NA,No,5,5
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Routine,<£500,Quin. 5/Most deprived,Owned/Mortgaged,-1.2108262604590223,-0.8891207724143744,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",No,No,Climate,Other,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,31,Female,White,Yes,Rural,Degree,Manager/Prof,>£2000,Quintile 3,Council/HA,0.33691855514586866,1.4597088066049357,No,None,None,Occasional/None,NA,Yes maybe,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Other,No,No,Other,Other,Climate,Climate,Other,No,No,No,No,No,No,No,4,4
FALSE_DATA,31,Male,White,No,Urban,A level,Manager/Prof,>£2000,Quin. 5/Most deprived,Owned/Mortgaged,-0.9360267866866862,0.34540223809174714,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,ClimateOther,No,ClimateOther,Other,No,Other,No,No,No,No,No,No,No,No,No,No,Climate,4,4
FALSE_DATA,29,Female,White,No,Rural,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,-1.6641235554650797,0.17752930325299585,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,No,NA,NA,NA
FALSE_DATA,30,Female,White,No,Urban,PostGrad,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,0.5505577348008979,1.0617580811160439,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,No,Climate,No,No,Other,Climate,Climate,Other,ClimateOther,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,1.0156233821588074,-0.34992958551850556,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Other,No,No,Other,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,5,5
FALSE_DATA,30,Male,White,Yes,Urban,PostGrad,Manager/Prof,>£2000,Quintile 3,Rented,0.6454067170458807,0.29625793193477595,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,No,No,No,Other,No,Other,Other,No,No,Other,No,No,No,No,Other,NA,No,0,0
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Manager/Prof,<£500,Quin. 1/Least deprived,Owned/Mortgaged,0.970144683459104,0.08307217833731578,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,No,No,Other,No,No,No,Other,Other,Climate,No,No,No,Other,No,No,No,No,No,1,1
FALSE_DATA,30,Male,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Rented,-2.1951908408265526,-1.6583786614291842,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,ClimateOther,Climate,No,No,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,NA,No,11,10
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 3,Rented,0.1552237462855149,-0.5854225659599861,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,ClimateOther,Climate,No,Climate,Climate,ClimateOther,No,Climate,Climate,Other,No,No,No,No,No,No,NA,ClimateOther,8,6
FALSE_DATA,29,Male,White,Yes,Urban,A level,Manager/Prof,£1000-£1499,Quintile 3,Rented,0.22572790910301468,0.5964377993187753,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Other,Other,Other,Other,No,No,No,Other,Other,Other,No,No,Other,No,No,No,NA,No,0,0
FALSE_DATA,30,Male,White,No,Urban,Degree,Intermediate,<£500,Quin. 5/Most deprived,Rented,0.1386140500474064,-1.771028704483487,No,None,None,Occasional/None,Atheist,Yes definitely,Not very concerned,"Yes, for most of it",No,No,Climate,No,Climate,No,No,ClimateOther,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,7,7
FALSE_DATA,30,Female,White,No,Rural,A level,Routine,£1000-£1499,Quintile 2,Owned/Mortgaged,0.6454067170458807,0.002912927092854095,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,No,No,Climate,No,Other,No,Climate,No,No,No,No,No,No,ClimateOther,NA,NA,NA,NA
FALSE_DATA,29,Female,White,No,Rural,A level,Manager/Prof,£1000-£1499,Quintile 3,Rented,0.1386140500474064,0.44031815296238835,Yes,Christian,Other,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,No,No,No,No,No,NA,Climate,7,6
FALSE_DATA,30,Female,White,Yes,Rural,Degree,Intermediate,<£500,Quin. 1/Least deprived,Council/HA,0.1552237462855149,-0.613626775196036,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Other,Climate,Climate,Other,Other,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,ClimateOther,No,Climate,ClimateOther,8,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.7226772976920696,0.2089394812263051,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,NA,NA,ClimateOther,ClimateOther,ClimateOther,ClimateOther,Other,No,Other,ClimateOther,ClimateOther,ClimateOther,Other,No,No,No,No,ClimateOther,No,Climate,9,9
FALSE_DATA,29,Male,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 4,Owned/Mortgaged,-0.2676174589683047,-0.926628669528903,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,Other,Other,No,No,ClimateOther,NA,No,8,8
FALSE_DATA,30,Male,White,No,Urban,GCSE,Manager/Prof,£500-£999,Quintile 4,Owned/Mortgaged,0.43907739809763113,-1.3380269406276657,No,None,None,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",No,Other,No,No,Climate,No,No,Other,Climate,Climate,No,No,No,Other,Other,Other,Other,NA,No,3,3
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 4,Owned/Mortgaged,0.1552237462855149,0.1409242027377574,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Climate,ClimateOther,ClimateOther,Other,No,No,Climate,Climate,Climate,No,No,Other,No,No,No,No,Other,6,6
FALSE_DATA,29,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 3,Rented,1.4063629865755942,0.23429159882893735,Not sure,Christian,Catholic,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,No,No,No,Other,No,Other,Other,Other,Other,No,No,No,No,No,No,NA,No,0,0
FALSE_DATA,29,Female,White,Yes,Rural,GCSE,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,0.4652064194629968,-1.5415966360135174,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,ClimateOther,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,No,No,ClimateOther,No,No,No,NA,Climate,9,8
FALSE_DATA,29,Male,White,Yes,Urban,A level,Routine,£500-£999,Quintile 2,Owned/Mortgaged,-2.408540329821169,0.379152395372734,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,Climate,No,Other,Climate,No,No,Climate,Climate,Climate,No,No,Other,ClimateOther,Climate,No,Climate,ClimateOther,8,7
FALSE_DATA,30,Female,White,No,Urban,Degree,Intermediate,>£2000,Quintile 4,Rented,-2.408540329821169,0.379152395372734,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,ClimateOther,ClimateOther,Other,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,No,Other,Other,No,No,No,No,8,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1500-£1999,Quintile 2,Owned/Mortgaged,0.7716423469848889,-0.480804878724214,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,ClimateOther,No,No,No,No,Other,NA,ClimateOther,9,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1000-£1499,Quintile 3,Rented,-1.972322026704679,0.9430294524342635,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Other,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,8,8
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,-0.4778045506519675,-0.7716930248185367,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,No,No,No,No,ClimateOther,Climate,Climate,Climate,No,No,No,No,Climate,No,No,No,6,6
FALSE_DATA,29,Male,White,No,Urban,Degree,Intermediate,£1500-£1999,Quintile 2,Owned/Mortgaged,0.8752957012141215,0.43591469094867547,Yes,None,None,Occasional/None,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,ClimateOther,Other,No,No,Other,ClimateOther,Climate,No,No,No,Other,No,No,No,No,Other,4,4
FALSE_DATA,29,Female,White,No,Urban,PostGrad,Manager/Prof,£1000-£1499,Quintile 2,Owned/Mortgaged,0.5959445742159416,-0.787045658079724,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,No,Other,Other,No,Other,Climate,Other,No,Other,No,Other,No,No,No,Climate,No,2,2
FALSE_DATA,29,Male,White,Yes,Urban,A level,Routine,£1000-£1499,Quintile 3,Council/HA,0.970144683459104,-1.5396500327474039,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,No,No,No,No,No,No,Other,Other,No,No,No,No,No,No,No,No,Other,0,0
FALSE_DATA,29,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 4,Rented,-0.39069069159635916,-0.6937860264404978,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,No,Other,Other,ClimateOther,No,No,Other,No,No,No,No,No,No,No,No,NA,No,1,0
FALSE_DATA,29,Male,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,-2.083802363407946,0.8121541592285553,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,ClimateOther,No,No,No,NA,Climate,12,9
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Manager/Prof,£1000-£1499,Quintile 4,Owned/Mortgaged,0.3276889206790242,0.9308827879103354,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,Climate,ClimateOther,7,7
FALSE_DATA,30,Male,White,No,Rural,A level,Routine,£500-£999,Quin. 1/Least deprived,Owned/Mortgaged,0.43907739809763113,-2.4281653931842433,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Not very concerned,"Yes, for some of it",Not sure,No,No,No,No,No,No,No,No,No,No,No,No,Other,Other,No,No,No,No,0,0
FALSE_DATA,30,Female,White,No,Urban,A level,Lower sup/tech,£1500-£1999,Quintile 3,Owned/Mortgaged,0.661946212219505,0.002912927092854095,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,ClimateOther,No,No,No,No,Climate,No,No,No,No,No,No,No,Climate,ClimateOther,6,6
