FALSE_DATA,ageAtBirth,ageAtQ,ethnicity,marital,rural,edu,occClass,income,imd,home,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,29,59,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,Catholic,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,No,No,Other,Other,Climate,No,No,No,ClimateOther,No,No,No,No,No,4,3
FALSE_DATA,26,56,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,NA,ClimateOther,13,10
FALSE_DATA,29,59,White,Married,Urban,O level,III (non-manual),100 - 199,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Other,Climate,NA,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,No,NA,NA
FALSE_DATA,30,60,White,Married,Urban,O level,III (manual),200 - 299,Quintile 3,Owned/Mortgaged,Not sure,Christian,Other,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,Other,No,No,No,No,No,No,Climate,Climate,No,No,No,Other,Other,No,No,NA,No,2,2
FALSE_DATA,31,60,White,Married,Urban,Degree,III (non-manual),<100,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,No,Other,No,Climate,Climate,Climate,Other,No,No,Other,No,No,No,ClimateOther,8,8
FALSE_DATA,28,59,White,Married,Rural,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,ClimateOther,13,11
FALSE_DATA,28,57,White,Married,Urban,O level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Yes,Other,Other,Climate,Climate,No,No,No,Climate,Climate,Other,ClimateOther,No,Climate,Other,No,No,No,No,6,4
FALSE_DATA,23,54,White,Never married,Urban,O level,III (non-manual),<100,Quintile 4,Council/HA,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,15,11
FALSE_DATA,31,61,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Other,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,Other,Other,Climate,No,NA,NA,NA,NA
FALSE_DATA,28,58,White,Married,Urban,O level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,NA,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,No,No,No,Climate,Climate,Climate,No,No,No,Climate,No,No,No,No,No,5,4
FALSE_DATA,28,58,White,Married,Urban,A level,III (non-manual),100 - 199,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes probably,Not very concerned,"Yes, for most of it",Not sure,No,No,Other,Other,No,No,No,Other,No,No,Other,No,No,No,No,No,No,No,0,0
FALSE_DATA,22,51,White,Never married,Urban,O level,IV/V,300 - 399,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Other,Other,No,No,No,No,Other,Other,No,Other,No,No,No,No,No,NA,No,0,0
FALSE_DATA,39,69,White,Never married,Rural,Degree,IV/V,100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,No,No,No,No,No,No,Climate,Climate,Other,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,34,63,White,Married,Urban,A level,II,200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,Other,Climate,Other,No,No,Climate,No,No,Climate,No,Climate,Climate,No,No,No,Other,6,4
FALSE_DATA,38,68,White,Married,Rural,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Yes,No,No,Climate,Climate,No,No,Other,Other,Climate,No,No,No,No,No,No,No,NA,Other,3,3
FALSE_DATA,28,58,White,Married,Rural,Vocational,III (non-manual),100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,No,Other,No,Climate,Climate,No,No,NA,No,9,8
FALSE_DATA,29,59,White,Married,Rural,Degree,II,<100,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,No,NA,Climate,15,11
FALSE_DATA,27,58,White,Married,Urban,Degree,I,300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,No,Climate,13,10
FALSE_DATA,35,65,White,Married,Rural,CSE/None,II,>400,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Other,No,Other,No,No,Other,Other,Other,Other,No,No,No,Climate,Climate,No,NA,Other,2,2
FALSE_DATA,24,55,White,Married,Urban,Vocational,III (manual),200 - 299,Quintile 2,Other,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Other,Other,Other,No,Other,Climate,Climate,Other,No,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,30,61,White,Married,Rural,Degree,I,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for some of it",Yes,Other,Climate,Climate,Climate,No,No,Climate,Climate,No,Climate,No,No,No,Other,No,No,Climate,Climate,7,7
FALSE_DATA,38,68,White,Married,Urban,O level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Probably not,Not very concerned,"Yes, for most of it",No,No,No,Other,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,Climate,No,No,NA,Climate,7,7
FALSE_DATA,26,56,White,Married,Urban,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Other,No,No,No,Climate,No,Climate,Other,10,9
FALSE_DATA,33,62,White,Married,Urban,Degree,II,200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Other,Climate,Climate,Climate,Climate,Other,Climate,Climate,Other,Climate,No,Other,Other,Other,No,NA,Other,7,4
FALSE_DATA,31,61,White,Married,Rural,Vocational,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,Climate,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,Climate,Other,No,No,No,NA,NA,NA
FALSE_DATA,26,56,White,Married,Urban,A level,III (manual),300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Other,Other,NA,No,No,Other,Other,Other,Other,No,No,Climate,No,No,No,NA,No,NA,NA
FALSE_DATA,27,57,White,Married,Urban,O level,IV/V,<100,Quintile 4,Council/HA,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,No,Other,No,Other,ClimateOther,No,No,NA,ClimateOther,8,8
FALSE_DATA,30,60,White,Married,Urban,O level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Climate,Other,No,No,Climate,Climate,Climate,Other,Climate,No,Other,Other,Climate,No,NA,No,6,5
FALSE_DATA,26,57,White,Married,Urban,Vocational,III (non-manual),100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Other,No,Other,No,NA,No,7,7
FALSE_DATA,32,62,White,Married,Rural,A level,III (non-manual),100 - 199,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,28,58,White,Married,Urban,O level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,No,Climate,Climate,No,Other,No,No,No,No,No,NA,ClimateOther,6,6
FALSE_DATA,26,56,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,ClimateOther,Climate,No,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,No,NA,Climate,No,No,No,Other,NA,7
FALSE_DATA,33,62,White,Married,Urban,O level,III (non-manual),>400,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,No,Other,No,Other,Climate,Climate,No,No,No,Other,No,No,No,No,Other,4,4
FALSE_DATA,31,61,White,Married,Rural,O level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,Other,No,No,Other,Climate,Climate,Climate,No,No,Other,No,No,No,NA,Climate,5,5
FALSE_DATA,30,59,White,Married,Urban,A level,III (non-manual),300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,NA,Climate,13,10
FALSE_DATA,34,64,White,Never married,Urban,CSE/None,III (non-manual),<100,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,No,No,No,No,Other,Other,Other,No,Climate,No,No,Other,No,NA,ClimateOther,5,4
FALSE_DATA,34,65,White,Married,Urban,A level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Other,No,Climate,Other,Climate,Climate,Other,Other,No,No,Other,Climate,No,No,Other,6,5
FALSE_DATA,24,54,White,Married,Urban,Vocational,III (non-manual),100 - 199,Quin. 1/Least deprived,Rented,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Other,No,No,Climate,Climate,No,No,No,No,No,No,No,NA,Other,5,5
FALSE_DATA,30,60,White,Married,Urban,Vocational,II,300 - 399,Quintile 2,Owned/Mortgaged,Not sure,Christian,Other,Occasional/None,Agnostic,Yes maybe,Somewhat concerned,"Yes, for some of it",Yes,No,No,No,No,No,No,No,Other,Other,No,No,Climate,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,38,68,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,No,No,No,Climate,Climate,No,No,No,Other,Other,No,NA,NA,No,4,4
FALSE_DATA,36,66,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Climate,No,Climate,No,No,Climate,Other,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,NA,NA,NA
FALSE_DATA,30,60,White,Married,Urban,O level,II,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,NA,Other,9,7
FALSE_DATA,36,66,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,ClimateOther,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,NA,ClimateOther,8,8
FALSE_DATA,35,65,White,Never married,Urban,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Climate,Other,No,Other,Climate,Climate,Climate,No,Other,No,No,Climate,No,NA,Climate,8,8
FALSE_DATA,33,63,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,Climate,Climate,No,NA,Climate,12,11
FALSE_DATA,23,53,White,Married,Urban,O level,IV/V,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not very concerned,"Yes, for most of it",No,No,No,No,No,No,No,No,Climate,Climate,No,No,No,Other,No,No,No,No,No,2,2
FALSE_DATA,30,60,White,Married,Urban,Degree,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,NA,ClimateOther,Other,Climate,Climate,Climate,No,No,No,No,Climate,No,No,No,Climate,NA,NA
FALSE_DATA,31,61,White,Married,Urban,A level,II,300 - 399,Quin. 5/Most deprived,Other,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,No,Climate,Climate,Other,Other,No,No,Climate,Climate,Other,No,No,Other,No,No,No,No,No,4,4
FALSE_DATA,26,56,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 4,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",No,No,No,No,No,No,No,No,No,No,No,Other,No,No,Climate,No,No,No,No,1,1
FALSE_DATA,38,69,White,Married,Urban,O level,II,100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,ClimateOther,ClimateOther,Other,Climate,No,Climate,ClimateOther,No,No,Climate,No,ClimateOther,No,No,No,NA,Other,7,4
FALSE_DATA,29,59,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Other,Other,Other,Other,No,Other,Other,Climate,No,No,No,Other,No,No,No,No,No,1,1
FALSE_DATA,34,64,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,NA,No,10,9
FALSE_DATA,36,66,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,ClimateOther,ClimateOther,No,ClimateOther,ClimateOther,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,Other,No,ClimateOther,ClimateOther,No,No,NA,ClimateOther,11,9
FALSE_DATA,29,60,White,Sep/Div/Widow,Urban,A level,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes maybe,Somewhat concerned,"Yes, for some of it",No,No,No,Other,No,Other,No,No,Other,No,Other,ClimateOther,No,No,No,No,No,NA,No,1,0
FALSE_DATA,20,50,White,Never married,Urban,Vocational,IV/V,100 - 199,Quin. 5/Most deprived,Other,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",Yes,No,No,No,No,No,No,No,No,No,No,Climate,No,No,No,No,No,No,No,1,0
FALSE_DATA,32,61,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,No,No,No,No,No,Other,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,24,53,White,Married,Urban,CSE/None,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,No,No,Climate,14,11
FALSE_DATA,30,60,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,No,Other,No,No,Climate,Climate,Climate,No,No,Other,Other,No,No,No,Other,5,5
FALSE_DATA,31,61,White,Never married,Urban,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,No,6,6
FALSE_DATA,30,59,White,Married,Urban,O level,III (non-manual),100 - 199,Quintile 4,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,No,Other,Other,No,Climate,No,Other,No,No,Climate,No,No,No,No,NA,No,3,2
FALSE_DATA,26,56,White,Married,Urban,CSE/None,IV/V,100 - 199,Quintile 3,Other,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,ClimateOther,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,Climate,ClimateOther,ClimateOther,ClimateOther,No,Climate,Other,Other,No,No,NA,Other,10,8
FALSE_DATA,29,58,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes maybe,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,No,No,9,8
FALSE_DATA,29,59,White,Married,Rural,A level,IV/V,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",No,No,No,Other,Other,Climate,Climate,Other,Other,Other,Other,Climate,NA,Other,Other,No,No,No,No,NA,0
FALSE_DATA,26,55,Other than White,Married,Rural,Degree,II,300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,No,No,NA,ClimateOther,11,9
FALSE_DATA,21,51,White,Married,Urban,A level,IV/V,200 - 299,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Other,Climate,Climate,No,No,ClimateOther,Climate,No,No,NA,No,8,7
FALSE_DATA,30,61,White,Married,Urban,Degree,II,200 - 299,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Other,Other,No,Other,Other,Other,Other,Other,Other,No,Other,No,No,No,No,No,0,0
FALSE_DATA,36,66,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Climate,Climate,Other,Other,No,No,NA,Other,9,7
FALSE_DATA,28,58,White,Married,Urban,Degree,II,>400,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,No,Other,No,Other,Climate,Climate,No,No,No,Other,No,No,No,No,No,4,4
FALSE_DATA,24,54,White,Married,Rural,Vocational,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,No,Christian,Catholic,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,Other,Other,Other,No,No,No,No,No,No,No,No,ClimateOther,3,3
FALSE_DATA,27,56,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes probably,Very concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,7,7
FALSE_DATA,29,59,White,Married,Urban,CSE/None,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for some of it",Not sure,Other,Climate,Other,Climate,No,Climate,ClimateOther,Climate,Climate,Climate,Other,No,Climate,Climate,No,No,No,ClimateOther,10,8
FALSE_DATA,24,55,White,Married,Urban,Vocational,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",No,Other,Climate,No,No,No,No,Other,Other,Other,Other,No,Climate,No,No,No,No,No,No,2,1
FALSE_DATA,26,57,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,NA,NA,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,NA,Climate,No,No,No,No,Other,NA,7
FALSE_DATA,28,58,White,Married,Urban,A level,IV/V,200 - 299,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,Climate,No,Climate,No,Climate,NA,NA,Climate,11,9
FALSE_DATA,27,58,White,Married,Rural,A level,IV/V,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,No,No,No,No,Climate,Climate,Climate,No,NA,ClimateOther,10,8
FALSE_DATA,30,61,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,NA,No,No,Other,Climate,Climate,Climate,Other,No,No,Other,No,No,No,Climate,NA,NA
FALSE_DATA,27,57,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,Climate,No,Other,No,Climate,NA,NA,NA
FALSE_DATA,26,56,White,Married,Urban,O level,III (non-manual),>400,Quintile 4,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,No,No,No,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,NA,No,6,5
FALSE_DATA,30,61,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Other,Other,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,8,7
FALSE_DATA,27,57,White,Married,Urban,O level,III (non-manual),300 - 399,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,NA,Other,No,Other,Climate,Climate,Climate,Climate,No,Other,ClimateOther,No,No,No,No,NA,NA
FALSE_DATA,36,66,White,Never married,Urban,CSE/None,III (non-manual),200 - 299,Quintile 4,Rented,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Other,Other,No,Other,Climate,Climate,Climate,No,No,No,No,Climate,No,NA,No,7,7
FALSE_DATA,39,69,White,Married,Urban,A level,II,300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Other,Climate,Climate,Climate,Climate,No,Other,Climate,Climate,Climate,Other,No,No,No,No,No,NA,Other,7,6
FALSE_DATA,35,64,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,No,No,No,No,Climate,Climate,Climate,No,No,No,Other,Climate,No,No,ClimateOther,5,5
